drug_name,modality,n_train,n_test,spearman,pearson,alpha
Avagacestat,expression+methylation,424,53,0.6495726495726496,0.6228708698637374,4328.761281083057
Avagacestat,all four,424,53,0.6629575874858893,0.6172603034831781,4328.761281083057
5-Fluorouracil,expression,427,54,0.6621307413760242,0.6726837627417076,1519.9110829529332
5-Fluorouracil,methylation,427,54,0.4916714312940727,0.4959181132717757,1519.9110829529332
5-Fluorouracil,mutation,427,54,0.04234800838574423,0.11986657916741987,1519.9110829529332
5-Fluorouracil,pathway,427,54,0.5778921288355249,0.5867935298429747,4328.761281083057
5-Fluorouracil,expression+methylation,427,54,0.6566418906041548,0.6363108547332965,1519.9110829529332
5-Fluorouracil,all four,427,54,0.6019058509624546,0.6099537663334711,4328.761281083057
AMG-319,expression,416,54,0.6222603392414712,0.726567861153846,4328.761281083057
AMG-319,methylation,416,54,0.4649132837812083,0.5381070896797717,1519.9110829529332
AMG-319,mutation,416,54,0.09220506956356012,0.18413944206642918,1519.9110829529332
AMG-319,pathway,416,54,0.6530588907947398,0.7172478515624546,4328.761281083057
AMG-319,expression+methylation,416,54,0.5640937678673525,0.6857279346099525,4328.761281083057
AMG-319,all four,416,54,0.6202782542405184,0.7059231605706587,12328.467394420659
VX-11e,expression,421,52,0.678903782122428,0.6988208307072173,1519.9110829529332
VX-11e,methylation,421,52,0.5037991974728934,0.500055940050686,1519.9110829529332
VX-11e,mutation,421,52,0.2679928284811747,0.1967129804076139,1519.9110829529332
VX-11e,pathway,421,52,0.6784769060018782,0.6693910607763047,1519.9110829529332
VX-11e,expression+methylation,421,52,0.6632801161103048,0.6991294983852643,1519.9110829529332
VX-11e,all four,421,52,0.7265431571757875,0.7268342396438041,4328.761281083057
MK-8776,expression,416,54,0.6798170383076043,0.741225424266895,1519.9110829529332
MK-8776,methylation,416,54,0.5196493234229081,0.5301587866662351,533.6699231206308
MK-8776,mutation,416,54,0.09022298456260719,0.1509699986755845,1519.9110829529332
MK-8776,pathway,416,54,0.589937106918239,0.678517210603152,4328.761281083057
MK-8776,expression+methylation,416,54,0.6369735086716218,0.695929800136435,1519.9110829529332
