tissue,drug_name,n_cells,slope,sd_ratio
BREAST,Sapitinib,41,0.6873803293222676,0.5261919454330495
BREAST,Savolitinib,41,0.1884235327458844,0.3015673232283132
BREAST,Selumetinib,41,1.0898932504647927,0.4275902961909483
BREAST,Sepantronium bromide,41,0.11249702746518246,0.7225311073900454
BREAST,Serdemetan,41,0.014305399105130394,0.3769889797557422
BREAST,Sorafenib,41,0.21665448491082906,0.41110305058123403
BREAST,TW 37,17,0.44527452268196205,0.2256695314043481
BREAST,Tamoxifen,41,1.0534879201593688,0.22261872839660848
BREAST,Tanespimycin,41,0.8689147087254532,0.38333364673535525
BREAST,Taselisib,41,0.3156005126674664,0.37329891470429627
BREAST,Telomerase Inhibitor IX,41,0.419031211212964,0.37464303157830914
BREAST,Temozolomide,41,-0.1016173942842867,0.3257542038687818
BREAST,Temsirolimus,40,-0.15750742278604263,0.3959573339560308
BREAST,Tozasertib,39,0.06579701064342193,0.6142114940674015
BREAST,Trametinib,41,0.9859167505794505,0.5838423516410629
BREAST,UMI-77,37,-0.5477619555233402,0.226666981313732
BREAST,Uprosertib,40,0.9015096847133753,0.3108507940302568
BREAST,VE-822,37,-1.0568711326986635,0.2961385242690777
BREAST,VE821,41,-0.03811638495478298,0.2668197140686165
BREAST,VX-11e,41,0.8490422137646613,0.46022098698443387
BREAST,Veliparib,41,-0.15106855494137836,0.3947137929067482
BREAST,Venotoclax,41,0.1721205578368504,0.32655173762284445
BREAST,Vinblastine,37,0.5605281305303791,0.4336609627084484
BREAST,Vinorelbine,41,0.9558257474425621,0.4096131092072249
BREAST,Vismodegib,41,-0.12213771325173015,0.3101173764353942
BREAST,Vorinostat,42,0.8552553595041698,0.3153586116978468
BREAST,WEHI-539,40,-1.3367040058031787,0.18936862088025458
BREAST,WIKI4,41,-0.4307970526063117,0.19423418198711948
BREAST,WZ4003,37,-0.24869441109817705,0.23174339403847302
BREAST,Wee1 Inhibitor,41,-0.01722204033929395,0.4386877441235891
BREAST,Wnt-C59,37,0.41266643012820314,0.3128692290424783
BREAST,YK-4-279,41,0.231952470855167,0.40497871015922005
BREAST,ZM447439,41,0.020784940749344106,0.416029094670495
